customer_id	usage_date	features_used	minutes_spent	errors_reported
129	2023/11/25	Alerts	39.15	1
118	2023/08/01	Upload	11.66	0
3	2023/06/07	Upload	43.45	1
84	2023/12/03	Export	94.84	1
68	2023/09/30	Reports	31.29	1
94	2023/09/03	Alerts	67.98	1
193	2023/12/08	Reports	81.81	0
47	2024/03/19	API	15.71	0
26	2024/06/04	Reports	18.23	1
98	2023/09/09	API	72.41	0
122	2023/06/05	API	20.9	1
162	2024/02/20	Export	29.22	0
77	2023/10/07	Export	44.58	error
26	2024/05/19	API	27.73	0
122	2024/04/18	Dashboard	71.52	1
93	2023/12/02	Export	52.41	0
89	2023/06/11	Alerts	47.62	1
156	2023/09/10	Export	1.88	2
45	2023/10/24	Reports	29.13	1
199	2024/06/12	Alerts	5.01	1
74	2024/01/24	Upload	117.44	0
164	2023/11/20	Alerts	22.96	1
19	2023/07/11	API	20.69	0
168	2023/10/28	Upload	36.13	1
70	2024/01/14	Reports	49.57	0
116	2023/12/29	API	12.84	error
187	2023/09/29	Upload	42.64	0
192	2023/07/11	API	31.55	0
17	2024/01/29	Export	105.3	1
135	2024/06/26	Dashboard	45.62	1
22	2024/05/01	Alerts	23.16	0
73	2024/01/13	Upload	26.15	0
44	2023/06/15	Dashboard	63.07	0
84	2024/01/30	Alerts	79.86	0
70	2024/03/07	Alerts	21.95	0
139	2023/08/30	Export	34.19	0
163	2024/03/15	Alerts	60.34	2
80	2023/11/25	Alerts	43.17	1
114	2023/11/05	Reports	22.92	0
3	2023/06/01	Export	53.96	1
89	2023/10/25	Alerts	22.45	2
126	2024/06/21	Alerts	9.92	1
75	2024/04/01	API	51.02	1
49	2023/12/28	Export	67.96	0
184	2024/06/12	Upload	39.25	0
68	2023/07/11	Alerts	74.48	0
157	2024/05/21	Upload	64.69	2
137	2023/10/16	Alerts	28.6	error
35	2023/10/27	Dashboard	29.53	1
70	2024/05/24	Export	39.01	1
39	2023/06/26	Export###	10.1	2
73	2023/10/16	API	42.61	2
60	2023/07/17	API###	58.57	0
108	2023/11/07	Alerts	39.39	0
9	2023/11/17	Dashboard	74.57	0
15	2023/10/15	Alerts	80.62	2
50	2023/10/07	Alerts	122.69	1
197	2024/05/31	API	53.13	0
64	2024/06/12	Dashboard	54.13	1
25	2024/02/22	Upload	84.51	0
175	2023/11/07	Reports	41.46	0
191	2024/03/08	Export	83.91	0
77	2023/09/10	Reports	44.31	0
56	2023/07/28	API	70.22	0
43	2023/10/20	Export	61.4	0
3	2023/06/22	Export	33.25	0
153	2023/08/19	Reports	17.33	1
128	2023/07/17	Upload	0.55	1
195	2024/04/16	Dashboard	82.32	2
180	2024/03/01	Dashboard	9.63	1
143	2024/04/26	Reports	80.63	0
50	2023/06/11	Upload	32.94	1
65	2023/06/21	Alerts	60.73	1
139	2024/05/22	Alerts	13.08	0
90	2023/11/13	Upload	48.78	0
154	2024/03/10	API	75.86	3
76	2023/10/13	Export	5.5	error
164	2024/02/15	Alerts	8.64	2
159	2023/12/04	Export	70.03	0
169	2024/03/02	Alerts	6.15	1
197	2024/03/09	API	23.31	0
165	2023/11/12	Dashboard	28.94	2
12	2023/08/06	API	42.28	1
125	2023/09/07	Dashboard###	50.88	1
100	2024/05/02	Alerts	54.51	2
66	2023/06/26	Reports	28.92	1
4	2023/09/15	Upload	69.24	1
21	2024/01/26	Upload	38.3	0
107	2023/12/06	Upload	34.52	0
136	2023/06/21	Upload	69.0	0
56	2024/02/21	Dashboard	3.49	0
99	2023/09/06	API	73.51	1
161	2023/08/31	Export	96.32	0
28	2024/06/27	Upload	67.03	0
180	2024/05/06	Alerts	25.52	0
47	2024/03/08	Alerts	22.99	1
137	2024/04/03	Alerts	46.08	0
141	2023/11/14	Reports	74.26	1
186	2023/11/13	Export	60.03	0
97	2024/06/27	Export	9.3	0
116	2024/01/16	Alerts###	24.36	error
73	2024/04/01	Dashboard	60.34	1
78	2023/06/04	Reports	86.21	1
81	2023/06/12	Upload	94.2	0
131	2024/03/11	Export	67.26	0
10	2024/01/22	Reports	37.62	0
150	2023/10/06	API	19.7	2
147	2023/12/22	Export	46.31	1
186	2023/11/14	Alerts	95.85	0
177	2024/05/25	Export	31.81	error
165	2023/11/01	Dashboard	21.23	0
21	2023/06/29	Reports	32.12	1
107	2023/08/01	API	24.23	0
3	2024/04/20	Upload	58.56	0
11	2023/11/11	Export	7.8	0
179	2023/09/22	API	38.85	0
101	2024/01/15	Export	45.21	error
111	2023/10/27	Alerts	35.72	1
122	2024/03/19	Upload###	22.44	0
22	2023/12/22	Export	56.32	0
196	2023/08/09	Alerts	39.59	0
167	2024/03/19	API	18.41	0
135	2023/10/05	API	53.06	0
83	2024/05/16	Export	44.44	2
109	2023/12/05	Reports	77.28	0
168	2023/06/13	Reports	3.67	0
114	2024/04/15	API	10.74	2
60	2023/09/11	Upload	72.64	2
22	2023/07/28	Upload	28.73	1
38	2023/10/26	Dashboard	93.37	0
79	2024/01/17	Alerts###	71.91	0
138	2023/09/17	API	19.55	0
141	2024/02/03	Export	23.43	0
179	2024/05/08	Dashboard	41.06	0
135	2023/06/23	Reports	47.31	0
179	2024/04/12	Reports	50.06	1
3	2023/07/05	Alerts	58.26	0
169	2023/12/02	Dashboard###	51.2	2
167	2023/12/15	API	67.77	1
182	2023/07/21	Reports	10.69	0
23	2023/09/04	API	48.26	0
183	2023/06/12	Dashboard	41.14	0
86	2024/02/06	Alerts	11.46	error
176	2023/11/28	Reports	13.78	1
129	2023/10/20	Dashboard	66.98	1
8	2024/03/11	Reports	100.21	0
101	2024/05/02	API	22.64	0
174	2024/04/09	Upload	37.03	2
147	2023/08/18	Alerts	88.0	1
85	2024/01/16	Export	68.8	0
149	2024/03/04	Upload	7.46	0
80	2024/05/18	Upload	75.98	0
111	2024/06/29	API	78.8	0
41	2023/11/10	Dashboard	11.83	1
31	2023/09/03	Reports	38.55	0
8	2024/06/26	Reports	46.49	1
106	2023/11/03	Alerts	40.16	0
164	2024/06/13	Reports	5.5	1
34	2023/09/03	Dashboard	20.82	0
69	2024/04/06	Export	101.74	0
60	2024/05/17	Dashboard	31.14	0
123	2023/08/08	Export	45.16	1
167	2023/12/09	API	30.73	0
36	2023/08/23	API	42.35	0
4	2023/10/17	Alerts	33.9	0
52	2024/06/22	API	37.24	0
113	2024/04/11	Alerts	92.96	1
64	2024/01/05	Alerts	42.2	1
98	2024/06/03	Reports	51.87	2
147	2024/03/31	Export	41.78	0
10	2024/02/22	Dashboard	58.43	0
11	2023/10/04	Export	9.18	0
11	2024/03/12	Alerts	49.29	0
13	2023/09/06	Reports	64.14	0
199	2023/10/25	Alerts	60.03	0
14	2024/05/19	Export	21.37	0
166	2024/01/18	Dashboard	26.37	0
200	2024/03/26	Upload	14.38	0
83	2024/01/17	Dashboard	67.44	0
183	2023/09/12	Alerts	107.22	0
167	2024/05/30	API	17.42	0
30	2024/05/27	Alerts	78.03	error
182	2023/12/14	Upload	103.75	1
41	2023/12/11	Export	31.04	0
86	2024/03/16	Upload	41.82	0
38	2023/08/31	Upload	52.61	0
187	2024/06/28	Alerts	59.03	1
34	2023/09/12	Dashboard	34.15	1
118	2024/02/10	Alerts	53.4	error
127	2023/09/30	API	41.26	1
105	2024/01/13	Dashboard	9.82	error
141	2023/10/21	Export	52.66	0
54	2023/06/26	API	76.38	0
10	2023/08/14	Dashboard	64.19	0
77	2023/11/17	Dashboard###	23.24	0
46	2023/08/22	Upload	126.48	2
180	2024/03/31	Export	36.91	2
117	2024/06/18	Export	79.97	error
197	2023/11/01	Reports	38.87	1
18	2024/06/23	Alerts	40.94	error
121	2023/08/08	Dashboard	75.11	0
135	2023/12/29	Export	64.68	0
15	2023/07/26	Export	50.84	0
23	2024/02/03	Upload	78.72	1
181	2023/10/26	Alerts	73.43	0
135	2024/03/21	Export	79.36	0
145	2024/02/10	Export	29.05	0
47	2024/04/08	API	28.93	0
1	2023/07/31	Dashboard	70.7	2
189	2023/09/15	Export	57.64	1
86	2023/11/27	Export	27.18	2
164	2023/09/12	Upload	44.2	0
79	2023/11/01	Export	18.54	0
30	2024/05/17	Reports	24.74	0
158	2023/06/15	API	40.66	0
173	2024/02/01	Alerts	11.81	0
124	2023/08/19	Upload	51.4	0
86	2024/01/23	Alerts	64.78	error
134	2023/11/01	Export	73.13	0
138	2023/06/10	API	40.16	0
91	2023/07/04	API	23.71	error
97	2024/04/16	Export	21.93	2
100	2023/09/04	Export	16.8	1
79	2024/05/27	Reports	1.22	2
23	2024/02/10	API	41.02	0
78	2023/09/19	Export	19.36	1
10	2023/09/12	Dashboard	55.05	error
124	2024/02/12	API	110.62	1
188	2024/02/24	Reports	6.29	1
26	2024/02/20	Upload	70.3	1
10	2024/01/22	Alerts	61.78	0
2	2023/11/07	Dashboard	56.77	0
23	2023/11/18	Alerts	29.73	0
197	2024/05/03	Upload	24.16	1
80	2024/04/23	API	32.72	1
71	2024/02/28	Reports	45.01	0
70	2023/08/16	API	44.72	error
160	2024/03/13	Export	73.65	0
141	2023/11/11	Reports	14.01	1
73	2024/03/20	API	69.75	0
87	2024/03/03	Alerts	18.99	error
173	2023/06/26	Dashboard	36.81	error
101	2023/08/31	Upload	21.67	0
177	2024/05/24	Alerts	30.71	2
51	2024/05/31	Upload	71.23	error
194	2024/06/26	Alerts	38.21	error
179	2024/01/26	Dashboard	67.68	1
182	2024/06/27	Alerts	43.03	0
37	2024/04/11	Reports	104.45	1
180	2024/05/06	Reports	73.96	3
117	2024/02/05	Dashboard	82.08	0
123	2024/01/23	API	51.1	1
148	2023/08/05	Export	36.46	0
28	2023/11/14	Export	45.02	0
137	2024/01/23	Alerts	63.04	0
63	2024/03/07	API	28.48	0
88	2023/09/15	Upload	8.38	0
112	2024/03/17	Reports	31.4	2
170	2024/05/08	Dashboard	88.57	1
125	2023/07/29	Export	36.81	1
25	2024/01/14	API	55.95	0
154	2023/07/26	Upload	56.29	1
98	2023/11/15	Alerts	17.94	error
56	2023/08/11	Export	9.32	1
1	2024/06/22	API	94.28	1
75	2023/12/17	Export	28.68	0
175	2023/11/10	Reports	40.12	0
78	2024/01/09	Upload	67.22	0
23	2024/03/25	Dashboard	29.6	0
33	2023/10/29	Dashboard	38.14	0
14	2023/06/01	Upload	15.17	0
29	2023/10/23	Dashboard	117.38	0
101	2024/04/16	Reports	68.54	0
112	2024/03/06	API	45.67	1
49	2024/03/11	Alerts	61.41	1
107	2023/08/18	Reports	58.15	0
35	2023/06/06	Dashboard	45.59	0
125	2024/05/02	Alerts	65.19	0
36	2024/04/24	Alerts	62.75	0
179	2024/04/05	Alerts	48.06	0
109	2024/03/09	Alerts	91.47	0
109	2024/04/05	Dashboard	49.94	1
61	2024/05/30	Export	46.53	2
148	2023/12/05	Dashboard	23.2	0
181	2023/12/06	Dashboard	16.91	0
21	2023/08/12	Upload	22.71	0
193	2023/10/22	Alerts	21.09	1
157	2023/07/16	API	45.63	1
172	2023/07/10	Upload	51.92	0
80	2024/04/09	Dashboard	25.14	0
3	2024/01/27	Alerts	27.07	1
188	2023/11/17	Alerts	11.66	1
76	2023/10/27	API###	52.4	0
192	2023/11/03	Upload	9.9	0
162	2024/01/29	Export	70.46	error
75	2024/06/12	Export###	37.98	0
33	2024/02/14	Dashboard	58.99	2
34	2024/04/11	Reports	19.95	0
190	2023/07/28	Export	107.69	1
39	2024/05/03	Alerts	45.11	1
180	2023/09/29	Alerts	3.79	0
9	2023/11/23	Dashboard	39.59	0
40	2024/02/09	Alerts	86.19	0
113	2024/06/06	Upload	2.28	0
89	2023/06/28	Upload	37.0	3
14	2023/08/25	Alerts	46.44	0
192	2024/06/20	Export	54.96	0
100	2024/01/29	Reports	23.5	2
4	2023/10/26	Alerts	49.71	4
136	2024/05/15	Dashboard	42.45	1
91	2024/01/08	Export	7.7	1
86	2023/10/17	Reports	51.96	1
150	2023/12/18	Alerts	8.91	0
188	2024/05/10	Export	7.49	0
174	2024/05/19	API	63.14	error
3	2023/07/05	Dashboard	59.09	0
176	2024/01/15	Reports	66.42	0
50	2023/06/18	Dashboard	44.41	error
153	2024/05/02	API	30.4	1
182	2023/08/01	Dashboard	22.26	2
169	2024/06/26	Upload	1.99	1
29	2024/05/22	API	87.59	2
20	2024/04/23	Alerts	26.99	0
110	2024/05/20	Upload	24.46	0
42	2023/07/08	Reports	68.72	0
86	2023/07/01	Reports	8.66	0
113	2023/07/06	Alerts	66.92	1
101	2023/08/31	Upload	0.79	0
197	2024/01/07	API	45.98	0
114	2024/06/01	Reports	51.42	error
147	2024/06/07	Reports	39.32	error
128	2023/08/16	Upload	1.21	0
171	2023/12/17	Reports	104.5	0
101	2024/03/21	Dashboard	20.85	0
126	2024/01/31	Alerts	73.74	3
18	2024/03/03	API###	41.17	0
200	2024/02/02	Dashboard	90.33	0
92	2023/11/18	Upload	7.43	error
166	2023/07/17	Reports	55.91	0
21	2024/01/22	Reports	34.01	0
11	2023/12/14	Upload	58.32	0
28	2024/04/18	Upload	45.33	error
162	2024/01/11	Upload	66.29	error
7	2024/06/03	Export	82.97	1
139	2024/04/25	Reports	33.94	1
116	2023/06/09	Dashboard	16.43	1
185	2023/06/22	Alerts	57.68	0
171	2024/02/23	Alerts	29.87	0
138	2023/08/16	Upload	42.55	1
10	2024/06/11	API	65.71	error
159	2023/06/24	API	31.75	0
45	2024/04/19	Dashboard	12.38	0
25	2024/01/20	Export	12.43	0
28	2023/07/29	Alerts	65.38	2
17	2023/09/12	Alerts	10.54	0
189	2024/05/13	Alerts	80.82	1
148	2024/03/06	API	15.57	0
55	2024/06/26	Dashboard	88.79	1
31	2023/10/19	API	6.6	0
95	2024/03/10	API	20.09	1
11	2023/08/08	Dashboard	60.68	1
97	2023/08/20	Dashboard	64.51	error
2	2023/08/31	Dashboard	0.09	0
73	2023/12/31	Upload	74.11	0
178	2023/08/04	API	69.1	0
116	2023/12/28	API	24.28	2
10	2024/04/01	API	49.71	1
23	2024/04/17	Reports	51.9	error
61	2023/09/07	Dashboard	59.93	2
159	2023/12/03	Export	28.92	0
161	2024/05/03	API	61.2	0
39	2024/05/16	Alerts	76.75	0
12	2023/06/28	Upload	73.13	1
65	2023/11/19	Export	12.25	1
12	2023/07/24	Upload	33.39	0
41	2023/06/15	Alerts	43.19	error
61	2024/06/04	Alerts	58.64	0
51	2024/06/17	Upload	71.71	0
29	2023/11/14	API	62.26	1
52	2023/12/10	API	99.58	1
14	2024/01/10	API	46.2	1
46	2023/12/16	Reports	15.11	1
162	2023/12/01	Reports	36.6	0
178	2024/03/18	Dashboard	65.8	1
120	2024/01/21	Alerts	33.24	0
76	2024/04/05	API	78.35	2
157	2023/08/27	Export	103.04	1
23	2023/12/28	Export	8.29	0
152	2024/01/29	Alerts	57.26	0
189	2023/10/05	API	0.67	1
152	2023/08/16	Export	78.38	0
12	2023/06/21	Alerts	23.89	0
109	2024/02/27	Alerts	72.96	1
26	2024/01/18	Alerts	40.32	1
4	2024/05/20	Upload	28.55	1
92	2023/10/30	API	34.21	error
123	2024/05/08	Reports	5.22	1
147	2024/06/17	Export###	16.09	0
198	2023/08/10	Upload	16.29	1
95	2024/04/16	Alerts	5.15	error
161	2023/07/07	Alerts	47.32	1
9	2023/10/30	Alerts	90.41	1
157	2024/03/04	Export	26.6	0
21	2024/04/13	Reports	0.1	error
173	2023/12/04	Dashboard	25.5	0
159	2023/06/21	Reports	7.42	0
181	2023/07/05	Export	41.16	2
86	2023/10/01	Export	42.5	0
193	2024/03/24	Upload	50.57	0
58	2023/11/12	Reports	89.96	0
109	2023/10/20	Dashboard	82.43	0
125	2024/02/12	Export	80.7	1
137	2024/05/13	Export	75.41	0
95	2024/05/10	Upload	75.53	1
17	2023/09/05	Alerts	53.14	0
46	2023/10/26	Dashboard	38.55	0
179	2023/08/15	Alerts	53.3	1
161	2023/06/12	Reports	38.12	0
34	2024/01/29	Reports	43.7	0
6	2023/10/28	API	62.16	0
60	2024/02/22	Upload	43.13	1
168	2024/04/26	Reports	19.07	2
136	2024/03/07	Alerts	40.77	0
79	2023/08/27	Reports	95.32	0
74	2024/06/29	Dashboard	30.23	0
43	2024/04/12	API	92.05	0
45	2024/05/28	Upload	83.71	1
42	2023/09/30	Dashboard###	53.83	1
33	2024/01/12	Reports	37.97	0
182	2023/06/18	Upload	24.04	0
96	2024/01/16	Export	18.88	0
32	2023/06/13	Alerts	96.15	1
118	2023/11/11	API###	35.98	0
130	2023/11/17	Upload	59.99	1
75	2024/06/21	Export	59.16	0
187	2024/01/13	Reports	87.51	1
11	2023/08/11	Upload	65.44	0
103	2024/04/12	API	65.5	error
15	2024/04/07	Upload	38.72	0
197	2023/10/21	API###	6.53	0
115	2024/05/12	Upload	53.55	1
101	2023/09/08	Alerts	38.07	1
15	2024/05/07	Reports	88.6	1
110	2023/12/07	Alerts	104.78	1
90	2023/11/05	Alerts	22.0	error
187	2024/01/14	Upload	28.51	0
74	2023/08/23	Upload	70.79	0
107	2023/08/11	Export	45.76	0
78	2024/01/30	Export	12.59	error
152	2024/06/22	Alerts	68.8	0
70	2023/12/30	API	44.5	1
194	2023/08/10	API	7.3	0
142	2024/02/07	Dashboard	69.4	0
150	2023/11/03	Alerts	68.71	1
7	2023/06/02	API	55.2	0
163	2024/01/28	Dashboard	14.77	0
107	2023/08/31	Alerts	11.49	0
8	2023/08/01	Reports	19.34	0
154	2024/06/16	Reports	60.98	2
67	2024/04/17	Upload	10.63	0
31	2023/12/09	Export	4.1	error
67	2023/08/23	Export	38.11	0
178	2023/08/09	Reports	19.46	0
108	2024/04/21	Reports###	56.02	1
164	2023/07/10	Export	35.59	2
196	2023/07/19	Export	11.91	1
81	2024/05/16	Reports	55.77	1
93	2023/07/20	Export	48.36	0
4	2023/08/10	Export	97.34	0
106	2023/11/22	API	36.57	0
57	2023/09/05	Export	57.75	0
135	2024/02/28	Upload	48.17	1
30	2023/12/31	Alerts	0.82	0
34	2023/06/09	Alerts	3.67	0
36	2024/01/13	Export	28.06	1
45	2024/05/29	Reports###	17.76	0
57	2023/08/05	Upload	87.39	0
33	2023/09/16	API	77.58	0
196	2023/07/28	Dashboard###	76.66	0
111	2023/06/22	API	75.46	1
132	2024/03/30	Dashboard	37.76	0
12	2023/07/04	Reports	17.24	0
32	2024/04/04	API	52.66	0
172	2023/11/27	Dashboard	15.13	0
72	2024/03/23	Reports	64.53	1
200	2024/06/08	Export	35.54	0
26	2024/03/23	Dashboard	52.79	1
73	2023/08/27	Export###	123.62	1
55	2024/02/14	Upload	11.64	0
48	2024/01/12	Upload	82.33	2
91	2023/12/12	Alerts	48.96	0
29	2024/06/24	Reports	37.83	0
35	2024/02/09	Reports	87.9	2
11	2023/07/13	Reports	39.46	2
117	2024/04/03	Upload	24.05	0
114	2023/09/24	Export	36.73	0
110	2023/09/05	Dashboard	73.22	1
174	2023/12/06	API###	26.8	0
173	2023/07/24	Alerts	51.34	1
22	2023/08/01	API	12.66	0
27	2024/06/14	API	24.34	0
87	2023/09/11	Export	39.4	0
60	2024/01/04	Upload	26.47	1
197	2024/03/24	Export	64.55	0
165	2023/12/22	Reports	10.87	0
104	2024/02/04	Export	62.96	0
28	2023/08/02	Reports	65.05	0
35	2023/06/16	Dashboard	58.72	1
128	2024/05/13	Dashboard	88.67	1
174	2023/11/15	API	57.29	1
195	2023/07/10	Upload	19.17	0
120	2023/09/12	Reports	49.53	2
67	2024/03/04	Reports	41.46	0
5	2024/06/26	Dashboard	68.52	0
31	2023/12/14	Alerts	54.32	1
118	2023/06/19	Dashboard	99.28	0
200	2023/11/03	Upload	38.46	0
80	2024/06/01	Alerts	12.31	0
173	2024/02/07	Upload	21.46	0
121	2024/01/30	Export	45.47	0
101	2023/10/13	Alerts	72.07	0
174	2023/11/28	Reports	17.77	error
12	2023/08/05	Reports	90.58	1
7	2024/06/26	Upload	25.26	error
89	2023/11/30	Alerts	70.64	1
64	2023/09/29	Upload	50.16	error
177	2023/07/04	Reports	61.6	0
138	2023/11/14	Dashboard	20.48	1
146	2024/02/19	Alerts	26.71	0
151	2023/06/12	Reports	70.45	2
147	2023/07/21	Alerts	8.02	0
87	2024/02/10	Export	52.81	0
43	2024/04/10	Reports	28.83	0
128	2024/04/21	Dashboard	55.49	0
74	2023/10/14	Dashboard	1.94	1
58	2024/04/15	Upload	65.12	3
149	2023/07/19	Export	36.23	error
136	2024/01/30	Alerts	23.78	0
167	2023/11/02	Export	48.76	1
139	2023/11/08	API	67.7	2
132	2024/01/19	Upload	63.37	0
5	2024/04/17	Upload	14.5	0
128	2023/09/18	Upload	37.68	0
120	2023/10/16	Upload	55.02	0
197	2024/01/09	Export	87.94	error
52	2023/12/04	Alerts	8.96	0
176	2024/06/26	Reports	65.76	1
17	2024/04/20	API	56.6	0
74	2024/04/26	API	77.73	1
104	2023/10/01	Dashboard	94.02	error
80	2024/01/24	Alerts	97.64	2
166	2023/06/19	API	20.45	0
67	2023/10/21	Upload	90.97	0
11	2024/06/04	Alerts	56.03	error
22	2023/11/08	Export	18.0	error
105	2023/12/04	Upload	63.77	error
186	2023/08/11	API	71.56	0
31	2024/02/23	Upload	43.02	1
135	2023/10/07	Alerts	25.41	0
32	2024/06/30	Reports	103.88	1
100	2024/06/18	Upload	45.11	0
37	2023/07/25	API	57.12	0
105	2023/10/09	Export	14.34	0
180	2023/07/28	Reports	33.07	1
64	2023/10/21	API	99.6	0
79	2023/06/11	Upload	91.62	3
190	2024/05/05	Dashboard	70.62	0
62	2023/10/08	Export	11.9	0
180	2023/12/03	Upload	35.62	0
114	2023/12/16	Dashboard	49.53	0
66	2023/11/02	Dashboard	67.96	0
77	2023/09/16	API	20.78	1
197	2024/04/25	Alerts	40.53	1
21	2024/02/07	Alerts	57.86	1
86	2024/06/02	Alerts	34.77	1
42	2024/05/23	Reports	53.66	0
155	2024/06/08	Export	47.24	1
8	2024/06/25	Dashboard	29.51	4
114	2024/04/24	API###	39.11	0
79	2023/11/08	Export	39.7	0
133	2024/05/31	Upload	1.46	0
176	2023/12/28	Reports	37.31	3
35	2023/10/12	API	37.76	0
73	2023/09/10	Dashboard	26.62	0
97	2024/03/19	API###	76.56	error
143	2024/04/27	Export	30.38	0
119	2023/09/10	Reports	34.44	0
103	2024/04/12	Alerts	31.32	0
95	2023/08/27	Export	50.44	1
112	2024/06/30	Alerts	71.44	0
58	2024/05/31	API	33.59	0
69	2023/10/26	Upload	12.54	0
53	2024/04/03	API	40.5	1
174	2023/09/05	Alerts	50.52	0
8	2023/10/27	Reports	125.79	1
64	2023/12/07	Export	19.6	0
3	2024/01/27	API	44.26	0
102	2024/05/17	API	9.42	1
189	2024/04/01	Reports	24.66	1
14	2023/11/18	API	32.58	0
156	2024/05/09	Export	69.18	3
2	2023/10/08	Export	43.53	1
102	2024/05/09	Reports	2.84	0
11	2024/03/24	API	32.27	1
87	2024/01/26	API	76.07	0
111	2023/08/12	Reports	91.89	error
33	2024/02/11	Reports	36.78	0
73	2023/10/13	Export	52.86	0
133	2023/11/08	Alerts	7.35	0
126	2024/06/26	API	8.0	0
163	2024/01/12	Dashboard	64.82	error
47	2023/06/19	Alerts	89.31	0
112	2023/07/30	Alerts###	9.97	0
182	2024/03/14	Alerts	27.33	0
185	2023/08/15	Dashboard	19.88	0
73	2023/09/01	API	28.55	2
145	2024/05/05	Export	70.0	0
2	2024/02/25	Export	81.54	0
64	2024/06/28	Alerts	29.6	0
7	2023/10/24	Upload	80.39	1
96	2024/03/29	Dashboard	50.82	1
21	2024/01/22	Upload	57.26	0
69	2024/03/31	Upload###	35.77	0
168	2024/04/14	Alerts	61.04	1
188	2024/03/18	API	81.87	error
165	2023/10/23	Reports	17.61	0
141	2024/04/04	Alerts	27.46	0
62	2024/06/29	Alerts	16.9	0
42	2023/12/16	Alerts	24.97	1
168	2023/08/18	Dashboard	92.73	0
189	2023/11/06	Upload	38.83	0
25	2023/12/06	Export	103.18	2
100	2024/01/30	Reports	2.97	1
194	2024/01/03	Reports	49.24	1
110	2023/07/18	Dashboard	18.92	0
174	2023/09/23	Upload	25.48	0
127	2024/02/25	Upload	45.06	error
120	2024/01/10	Dashboard	17.52	1
39	2023/08/05	Upload	96.74	0
134	2024/01/05	Reports	1.59	0
12	2024/02/18	Dashboard	35.96	1
119	2024/05/04	Upload	0.52	0
66	2024/03/26	Dashboard	67.52	error
190	2024/05/04	Alerts	81.64	0
101	2023/06/24	Dashboard	30.39	1
81	2024/03/27	Upload	23.07	1
160	2023/10/14	Reports	67.74	1
48	2023/09/17	API	47.94	1
67	2024/05/10	Dashboard	83.88	error
102	2023/07/30	Dashboard	39.16	2
178	2023/12/25	Upload	43.07	0
125	2023/11/03	Export	92.34	0
177	2024/05/10	Upload	74.56	3
23	2023/08/04	API###	16.12	1
5	2024/05/22	API	15.57	1
167	2023/08/14	Upload	12.35	0
138	2023/09/06	Dashboard	6.62	0
122	2024/01/03	Dashboard	20.39	2
190	2024/05/25	Alerts	7.46	0
116	2024/03/26	API	12.14	1
101	2023/06/27	Reports###	53.95	0
183	2024/01/08	Alerts	39.39	1
153	2024/06/09	Export	3.91	error
103	2024/02/04	Export	59.0	2
174	2024/02/05	API	90.63	0
109	2024/03/22	Reports	16.53	0
166	2023/12/31	Alerts	97.42	3
166	2023/11/25	Alerts	11.87	error
74	2024/06/06	API	72.72	0
130	2023/09/21	Export	29.13	0
155	2024/06/01	Upload	13.3	1
186	2024/05/30	Alerts	51.88	0
173	2024/04/30	Upload	96.38	0
42	2024/04/14	API	68.41	0
171	2024/02/03	API	3.74	0
126	2023/07/22	Alerts	48.69	1
61	2023/09/16	Export###	14.74	error
67	2023/11/30	Upload	70.57	2
129	2023/06/17	Dashboard	82.54	1
59	2023/08/01	Export	4.65	0
88	2023/11/29	Dashboard	16.2	2
39	2024/05/19	Export	11.09	0
13	2024/01/11	Alerts	117.35	1
28	2024/04/08	Export	49.47	1
144	2023/06/22	Export	24.62	1
53	2023/12/03	API	7.33	3
196	2024/02/15	Alerts	62.47	error
166	2023/12/04	Reports	43.02	0
52	2024/01/11	Alerts	58.52	error
122	2023/11/22	Reports	32.59	error
96	2024/06/01	Alerts	101.63	0
39	2024/06/20	Export	2.51	0
110	2023/12/29	Alerts	64.6	0
133	2024/05/15	Reports	57.89	0
198	2023/06/06	Upload	58.0	0
22	2023/11/21	Reports	79.61	0
112	2023/07/02	Alerts	29.44	0
165	2023/08/17	Export	42.95	0
183	2024/05/04	Export	19.46	1
175	2024/05/24	Export	81.01	1
81	2023/11/24	Dashboard	31.11	0
157	2023/08/15	Upload	57.32	0
140	2024/04/15	Export	39.4	2
167	2023/12/25	API	44.2	error
138	2023/11/19	Alerts	29.58	0
33	2024/02/22	Export	58.61	error
142	2023/11/07	Export	15.53	1
6	2023/06/15	Export	34.72	0
199	2023/11/03	Upload	50.11	0
188	2023/07/01	Reports	63.31	1
32	2023/06/25	Upload	49.71	0
147	2024/06/12	Dashboard	20.56	2
191	2024/03/24	Export	79.32	0
171	2024/02/29	Export	31.04	0
171	2024/06/01	Export	36.34	0
134	2024/06/12	API	79.72	0
50	2023/12/02	Alerts	83.6	0
106	2023/07/12	Dashboard	33.69	1
122	2023/09/18	Alerts	34.51	0
104	2024/03/28	Export	0.43	0
68	2024/03/26	Alerts	54.65	2
177	2024/02/06	Upload	51.76	1
37	2024/02/14	API	65.78	1
181	2024/02/18	Export	23.01	1
122	2023/06/17	Upload	99.54	0
31	2024/04/04	Alerts	49.56	1
75	2023/06/21	Export	82.64	0
96	2023/11/03	Reports	39.42	1
37	2024/03/28	Alerts###	54.3	0
73	2023/09/19	API	65.19	0
32	2024/03/07	Reports	7.94	error
124	2024/03/20	Reports	42.17	1
97	2024/01/30	Upload	57.59	1
36	2024/02/14	Upload	41.11	1
